lat,lng
44.2015827,0.6176112
48.2085868,13.48839
33.9252495,133.6402429
53.550341,10.000654
41.8933203,12.4829321
51.8896903,0.8994651
50.2267699,8.6169093
40.7127281,-74.0060152
49.8955367,-97.1384584
46.5218269,6.6327025
46.2017559,6.1466014
40.7127281,-74.0060152
45.6754622,6.3925417
43.5460516,-80.2493276
52.5170365,13.3888599
41.2587459,-95.9383758
41.7313063,-111.834914
55.920461,-4.3332046
51.5073359,-0.12765
57.1482429,-2.0928095
36.0421523,139.399796
-33.8698439,151.2082848
26.933333,90.1
34.7109786,137.7259431
33.4896014,132.3560996
50.8361447,4.3861737
54.9738474,-1.6131572
33.5945144,-7.6200284
43.0349931,-87.922497
40.1157948,-88.241194
46.8701049,-113.995267
38.8950368,-77.0365427
43.5854823,39.723109
57.905149,59.9508466
31.2323437,121.4691024
45.8286903,-64.2040548
41.0339862,-73.7629097
35.6812665,139.757653
35.1851045,136.8998438
35.1851045,136.8998438
43.2130358,2.3491069
49.7477415,13.3775249
37.270973,-79.9414313
30.2346844,-81.6981513
40.7127281,-74.0060152
39.775168,-105.024387
49.4093582,8.694724
38.8950368,-77.0365427
40.7127281,-74.0060152
40.7127281,-74.0060152
55.7504461,37.6174943
55.7504461,37.6174943
51.5073359,-0.12765
38.8950368,-77.0365427
34.769123,137.391461
44.40726,8.9338624
37.4443293,-122.1598465
49.4093582,8.694724
44.5645659,-123.2620435
55.1930197,30.2070437
50.9810486,11.3296637
38.577359,-92.1724265
52.9529894,4.826759249
51.68733715,5.01730794
36.3302284,-119.292058
50.110924,8.682127
34.0000001,113.9999999
38.6280278,-90.1910154
36.3641642,6.6084281
41.2464824,-75.8817316
40.9808209,-73.684294
46.975371,-123.815722
38.8950368,-77.0365427
40.7127281,-74.0060152
40.9167654,-74.171811
49.6945782,-112.8331033
40.4416941,-79.9900861
40.7127281,-74.0060152
39.9527237,-75.1635262
50.3166654,21.1166662
48.8534951,2.3483915
41.8755616,-87.6244212
42.3554334,-71.060511
50.04303,-110.679016
38.8950368,-77.0365427
51.1563185,14.991018
51.3534695,13.2479165
40.7127281,-74.0060152
40.7127281,-74.0060152
50.1985698,10.0746833
54.23649,8.9877874
47.5581077,7.5878261
49.4093582,8.694724
50.110924,8.682127
47.1627634,9.4764086
52.2284266,17.277827
45.9441278,13.6252288
52.0799838,4.3113461
31.5656822,74.3141829
40.4416941,-79.9900861
42.3756401,-71.2358004
51.7958812,4.6779351
40.9125085,-73.8386504
55.7029296,13.1929449
41.8755616,-87.6244212
42.919783,-101.7004407
40.7127281,-74.0060152
31.98568,76.26796
40.7127281,-74.0060152
42.726844,23.2835738
48.1371079,11.5753822
29.7589382,-95.3676974
39.7683331,-86.1583502
53.7974185,-1.5437941
41.6146381,-72.7433108
40.6526006,-73.9497211
42.2681569,-83.7312291
55.6867243,12.5700724
41.8755616,-87.6244212
44.728532,-116.4364818
50.8214626,-0.1400561
50.3357786,-4.6365952
34.661629,135.4999268
60.3943055,5.3259192
51.4816546,-3.1791934
43.074761,-89.3837613
40.7127281,-74.0060152
41.8878145,-87.7887615
47.48138955,19.14609413
58.5909124,16.1903511
45.7578137,4.8320114
40.7127281,-74.0060152
37.7790262,-122.419906
48.584614,7.7507127
47.9094629,7.2113271
35.021041,135.7556075
40.7127281,-74.0060152
40.7127281,-74.0060152
34.851354,-82.3984882
52.0506929,39.7399996
37.453773,-122.2058272
47.48138955,19.14609413
50.264893,19.023781
53.550341,10.000654
40.3755885,49.8328009
40.7127281,-74.0060152
48.1371079,11.5753822
41.4996574,-81.6936772
41.960922,12.798884
37.7790262,-122.419906
51.221802,40.480701
43.1150678,131.8855768
59.93428,30.335098
59.93428,30.335098
31.2323437,121.4691024
51.5073359,-0.12765
43.074761,-89.3837613
24.4801069,118.0853479
34.0536909,-118.242766
51.7902676,10.9551991
51.1,17.03333
52.7529379,13.2457591
52.3730796,4.8924534
47.3744489,8.5410422
39.548935,-89.294533
53.7137251,-2.097753
52.0897488,-7.6210306
51.1889529,0.2735876
35.6812665,139.757653
51.5073359,-0.12765
53.7944229,-1.7519186
42.3750997,-71.1056157
48.2083537,16.3725042
49.576131,21.8676433
50.0499998,18.6999972
43.3009156,-96.5926411
41.8933203,12.4829321
40.4797828,-88.9939147
52.2055314,0.1186637
47.206807,15.3451254
40.7127281,-74.0060152
53.4794892,-2.2451148
48.2083537,16.3725042
51.4538022,-2.5972985
49.79245,9.932966
10.804973,78.6870296
49.9246182,1.0791444
53.6909103,-1.6302142
40.7980976,-81.9397733
55.8544964,-3.2076147
50.6365654,3.0635282
53.550341,10.000654
53.550341,10.000654
59.2747287,15.2151181
41.8094058,-89.9649496
55.6867243,12.5700724
48.3974003,9.9934336
46.904275,6.58004
48.60721655,15.10556793
54.3227085,10.135555
53.3646888,-2.7283328
54.8246802,-3.1610942
-34.9281805,138.5999312
48.9836205,14.5644603
53.2190652,6.5680077
58.2713175,13.7133276
51.583333,39.516667
52.1594747,4.4908843
44.4938203,11.3426327
50.5542328,9.6770448
49.5983299,6.1228061
52.629444,18.17
53.5032866,-2.2344764
48.148598,17.107748
51.7492981,0.6612419
48.8534951,2.3483915
48.8534951,2.3483915
52.2319581,21.0067249
51.984257,5.9108573
51.7129045,3.9517495
51.17983,7.1925
59.3251172,18.0710935
40.7127281,-74.0060152
33.88922645,35.50255853
40.7127281,-74.0060152
38.5810606,-121.493895
40.7127281,-74.0060152
53.8611703,-2.565088792
40.7127281,-74.0060152
27.7491662,-98.1006765
35.021041,135.7556075
40.7127281,-74.0060152
39.100105,-94.5781416
25.7741728,-80.19362
33.6251241,130.6180016
-36.9279703,174.730643
35.6399328,138.6380495
29.8622194,121.6203873
40.7127281,-74.0060152
62.3421061,5.6342433
62.76712545,6.168828066
42.7777829,-71.0767724
44.9497487,-93.0931028
51.5328328,9.9351811
51.2120604,-0.8359555
34.661629,135.4999268
41.8755616,-87.6244212
49.8120961,6.4214859
45.5031824,-73.5698065
53.716564,-1.6363856
-42.8825088,147.3281233
32.7174202,-117.1627728
51.5073359,-0.12765
51.5110321,7.0960124
48.8534951,2.3483915
47.2527118,1.6514258
45.4384958,10.9924122
51.745424,-2.2198605
44.648618,-63.5859487
37.4265407,-122.1703055
22.2667238,114.1923819
-30.7464139,121.473223
-34.9281805,138.5999312
40.7127281,-74.0060152
47.6038321,-122.330062
40.284241,-84.1555267
51.5073359,-0.12765
-26.229444,28.180556
41.8755616,-87.6244212
52.2055314,0.1186637
34.0536909,-118.242766
53.2905172,-3.063792
52.6285576,1.2923954
59.8586126,17.6387436
40.7127281,-74.0060152
48.2083537,16.3725042
51.59079,15.72309
32.7884363,-79.9399309
40.6526006,-73.9497211
41.6797578,-87.4944873
41.5910323,-93.6046655
-27.4689682,153.0234991
47.5581077,7.5878261
41.2464824,-75.8817316
52.1315889,11.6399609
41.6833813,-86.2500066
22.2667238,114.1923819
39.2908816,-76.610759
52.9212617,-1.4761491
38.6767366,-84.3304592
31.2323437,121.4691024
43.3618729,-91.2156721
48.0514973,10.8737728
48.7784485,9.1800132
42.1413353,-71.5192019
29.9454445,-98.8780112
39.9624624,-76.727707
40.6390936,-73.6399765
55.8189569,-4.0824857
40.7127281,-74.0060152
46.980929,-123.889335
35.1851045,136.8998438
40.6526006,-73.9497211
45.0677551,7.6824892
40.7127281,-74.0060152
33.8998826,-80.3237032
51.5073359,-0.12765
48.1371079,11.5753822
-38.7176522,-62.2654871
41.3403944,-72.0243982
59.3251172,18.0710935
56.6739826,12.8574827
52.32282,-2.00689
41.3403944,-72.0243982
42.3167397,-83.0373389
59.8586126,17.6387436
10.5060934,-66.9146008
43.6044622,1.4442469
53.7944229,-1.7519186
-26.205,28.049722
40.735657,-74.1723667
47.3592835,8.0971009
39.7459468,-75.546589
40.7127281,-74.0060152
47.3215806,5.0414701
54.687157,25.279652
40.7127281,-74.0060152
40.7127281,-74.0060152
40.9312099,-73.8987469
40.7127281,-74.0060152
38.82996035,16.43155688
39.9527237,-75.1635262
49.8562222,5.4609005
51.389182,-0.3290769
47.1615416,27.5837224
48.2083537,16.3725042
48.2083537,16.3725042
52.0799838,4.3113461
40.7127281,-74.0060152
53.4530667,-2.6263483
38.7538947,-95.8349868
51.3406321,12.3747329
59.3251172,18.0710935
40.7127281,-74.0060152
52.5170365,13.3888599
42.9975968,-84.1720541
45.0677551,7.6824892
40.1117174,-88.207301
21.2380912,81.6336993
40.7127281,-74.0060152
60.1674881,24.9427473
41.0044958,-76.4537302
40.7127281,-74.0060152
39.2908816,-76.610759
44.648618,-63.5859487
48.6937223,6.1834097
46.7115,2.69393
48.8534951,2.3483915
50.472889,17.335581
48.1371079,11.5753822
-37.8142176,144.9631608
52.0601807,-1.3402795
51.55653,-0.1783011
52.23433665,-0.902807277
41.8755616,-87.6244212
-40.5306354,176.1747887
47.48138955,19.14609413
-38.1946441,146.5382327
-22.9110137,-43.2093727
43.5439003,-6.5357408
40.6526006,-73.9497211
41.2111084,-96.6197985
40.102555,-105.3632079
40.8164458,-74.2210643
46.9895828,6.9292641
48.8534951,2.3483915
52.5170365,13.3888599
40.7706562,-74.2326463
58.4098135,15.6245252
39.3718852,-84.4537545
42.2681569,-83.7312291
33.576353,-86.767638
52.1521636,9.9513046
54.720379,20.500891
49.37314,28.70692
-25.7459277,28.1879101
41.0956718,-73.4219246
52.66017,19.0722963
40.4416941,-79.9900861
47.5561915,8.8963347
40.8077237,-8.5848776
47.3496571,7.903787
50.0874654,14.4212535
50.0874654,14.4212535
-34.6075682,-58.4370894
40.7127281,-74.0060152
55.8314459,-4.4152067
52.5170365,13.3888599
-34.9281805,138.5999312
37.7790262,-122.419906
42.7342942,-90.4784451
55.6867243,12.5700724
39.7967015,-87.8686414
50.7754877,21.0839837
51.0538286,3.7250121
47.48138955,19.14609413
51.5073359,-0.12765
50.110924,8.682127
48.7784485,9.1800132
43.69568,-71.630859
42.3554334,-71.060511
42.9167389,-89.2178997
38.0464066,-84.4970393
51.5073359,-0.12765
51.5073359,-0.12765
47.9960901,7.8494005
48.2083537,16.3725042
52.21485365,5.478146324
50.7664372,0.2781546
49.4404591,1.0939658
52.2928116,-3.73893
56.169453,9.5495141
-6.9903988,110.4229104
46.0544878,-62.62522891
46.4339138,4.6575708
51.4538022,-2.5972985
52.3744779,9.7385532
56.4134419,10.8793137
50.579203,4.0685604
48.2083537,16.3725042
48.8534951,2.3483915
45.7362255,4.7934767
55.8698007,12.8296734
54.0924445,12.1286127
46.9484742,7.4521749
49.98595,36.27354
50.781239,17.07209
48.8534951,2.3483915
46.1665725,10.2432187
42.461519,-1.0925498
51.801571,10.33863
54.6295687,39.7425039
62.012,-6.768
29.703095,79.43317023
53.5812,19.65584
39.9527237,-75.1635262
50.110924,8.682127
55.8189311,-4.0225794
48.6904063,2.373809
38.8950368,-77.0365427
50.9281717,11.5879359
34.764884,135.51735
40.4416941,-79.9900861
32.9754015,-117.0390357
52.6362,-1.1331969
46.3179006,6.9688929
50.8749804,8.0227233
55.9533456,-3.1883749
48.8534951,2.3483915
55.9533456,-3.1883749
52.754792,7.042117
59.3251172,18.0710935
36.8979234,-104.4354816
37.5368396,40.8873746
42.2681569,-83.7312291
46.1753793,21.3196342
37.6624312,-121.8746789
48.2083537,16.3725042
-25.7459277,28.1879101
32.52499,35.48153
40.7127281,-74.0060152
45.9763545,-94.3625024
32.0852997,34.7818064
42.1018764,-72.5886727
43.8844201,125.3180998
42.5748177,141.9268704
11.41018075,79.67222018
43.0349931,-87.922497
31.7788242,35.2257626
35.021041,135.7556075
41.8755616,-87.6244212
40.7127281,-74.0060152
48.8048828,9.2146797
38.6280278,-90.1910154
50.7937353,3.167040611
37.0056129,-88.4305964
40.6578242,-84.9519115
32.8191218,34.9983856
47.314646,20.9240941
40.6526006,-73.9497211
44.4582041,-93.161159
36.0956918,-79.4377991
40.7127281,-74.0060152
-34.9225874,138.6098893
47.0443346,7.2753004
41.9019257,-71.0931485
34.6932379,135.1943764
39.9527237,-75.1635262
42.4966815,-96.4058782
-40.9495524,175.6594413
35.6812665,139.757653
31.0374982,30.4710625
48.2083537,16.3725042
51.2377356,-2.998695
40.2337289,-111.6587085
44.648618,-63.5859487
56.5486971,8.3046456
27.7491662,-98.1006765
52.6651733,0.1606824
41.083064,-81.518485
52.3730796,4.8924534
19.4326296,-99.1331785
40.2317686,-82.9651045
47.48138955,19.14609413
35.2590371,-77.6484879
53.8179442,-3.0509812
45.5031824,-73.5698065
47.4991723,8.7291498
42.7262016,-71.1908924
45.5031824,-73.5698065
41.8755616,-87.6244212
48.5299593,10.6370205
48.1371079,11.5753822
48.8953937,9.1895147
43.2629706,-72.5945649
48.496421,7.4698832
35.1799528,129.0752365
37.3361663,-121.890591
24.8066333,120.9686833
52.5170365,13.3888599
40.7127281,-74.0060152
40.7127281,-74.0060152
32.753177,-97.3327459
47.6054816,7.5696755
50.5169797,3.4158795
34.2963089,135.8816819
49.807492,24.903061
51.7859976,-1.9723485
40.7127281,-74.0060152
42.3554334,-71.060511
51.5073359,-0.12765
52.5170365,13.3888599
51.4058006,-0.1640787
55.7504461,37.6174943
41.4996574,-81.6936772
-33.8698439,151.2082848
43.8519774,18.3866868
41.788253,-89.6953656
48.1371079,11.5753822
53.7137251,-2.097753
40.1484053,-79.8878254
41.8755616,-87.6244212
40.7127281,-74.0060152
53.550341,10.000654
48.8534951,2.3483915
51.4424747,0.3694468
59.91273,10.74609
59.91273,10.74609
51.4818111,7.2196635
52.2055314,0.1186637
53.5960361,-1.0279463
42.8125913,-70.8772751
42.3554334,-71.060511
30.0443879,31.2357257
51.2447892,9.6727072
43.95837525,7.866742715
48.2083537,16.3725042
51.7520131,-1.2578499
44.9497487,-93.0931028
43.8991217,-80.3152465
50.0874654,14.4212535
51.7859976,-1.9723485
55.861155,-4.2501687
51.5073359,-0.12765
51.530018,46.034683
41.8755616,-87.6244212
45.5202471,-122.674194
49.6302618,8.3620898
51.5073359,-0.12765
53.4071991,-2.99168
33.8455911,-118.3886766
46.488547,-87.667636
53.550341,10.000654
50.30582,18.9742
43.08436,-79.0614686
59.3251172,18.0710935
53.22858,-1.43999
32.612602,-90.0367512
40.9312099,-73.8987469
40.2892107,-85.028857
60.1674881,24.9427473
50.110924,8.682127
47.48138955,19.14609413
53.5667574,8.6006
45.3444116,19.0023817
48.2083537,16.3725042
53.6531915,-2.6294313
55.7504461,37.6174943
50.8512438,5.6909768
48.8534951,2.3483915
48.8534951,2.3483915
41.4667113,-86.4830681
40.6526006,-73.9497211
50.938361,6.959974
50.97427,10.32229
50.0995118,8.5452956
53.4794892,-2.2451148
48.3668041,10.8986971
52.5170365,13.3888599
48.8908846,8.7029532
60.6370727,17.3618155
48.2083537,16.3725042
46.056946,14.505752
52.4595363,-1.9503355
50.7664372,0.2781546
53.280739,18.945311
51.1,17.03333
49.0068705,8.4034195
40.0434449,-75.1801775
47.7467233,7.3389937
49.6425343,-1.6249565
43.2130358,2.3491069
52.2319581,21.0067249
54.720379,20.500891
56.9493977,24.1051846
-41.2710849,173.2836756
48.1371079,11.5753822
48.8534951,2.3483915
52.5170365,13.3888599
55.861155,-4.2501687
48.9489106,-0.0768034
50.6612623,6.7871219
51.9244424,4.47775
59.9133301,10.7389701
52.0799838,4.3113461
41.6020962,-87.3370647
52.1113862,26.1025274
52.2814519,-1.5815742
40.7127281,-74.0060152
59.938732,30.316229
61.1857383,14.8481986
48.2083537,16.3725042
59.938732,30.316229
52.238404,5.1214997
40.6526006,-73.9497211
56.15,13.166667
50.6086976,-1.9571971
43.0349931,-87.922497
44.364413,-97.133121
43.6779101,3.9868904
41.2587459,-95.9383758
40.1164841,-88.2430932
47.4799078,-122.2034496
50.9524769,1.8538446
51.5073359,-0.12765
41.8933203,12.4829321
35.8460396,-86.3921096
40.6526006,-73.9497211
48.8534951,2.3483915
59.7830858,11.4626292
41.8755616,-87.6244212
42.3554334,-71.060511
42.3554334,-71.060511
51.5466216,-0.2358661
40.6851324,-76.1953701
40.7127281,-74.0060152
42.3750997,-71.1056157
47.48138955,19.14609413
37.2698395,-81.2223195
51.1,17.03333
46.601557,-120.510842
54.9616075,-4.4793821
48.4283182,-123.3649533
40.7127281,-74.0060152
48.477473,-81.330414
23.682708,87.6880296
44.230687,-76.481323
41.8755616,-87.6244212
35.7803977,-78.6390989
22.2667238,114.1923819
40.8164458,-74.2210643
41.6020962,-87.3370647
32.0852997,34.7818064
37.6922361,-97.3375448
43.0481221,-76.1474244
51.6195955,-3.9459248
58.83120885,6.277085088
43.309941,-73.644447
50.110924,8.682127
37.8044557,-122.271356
42.0447388,-87.6930459
55.7504461,37.6174943
40.7127281,-74.0060152
42.3554334,-71.060511
40.7127281,-74.0060152
34.0536909,-118.242766
46.7207737,-92.1040796
40.7127281,-74.0060152
45.4258114,-117.278012
35.1748976,33.3638568
34.1476452,-118.1444779
38.8950368,-77.0365427
40.7127281,-74.0060152
42.3750997,-71.1056157
42.3554334,-71.060511
40.1117174,-88.207301
42.3315509,-83.0466403
48.2971626,4.0746257
55.9533456,-3.1883749
51.5073359,-0.12765
60.1674881,24.9427473
40.767323,-74.2048677
35.0841034,-106.650985
39.775168,-105.024387
19.0785451,72.878176
48.8534951,2.3483915
40.7127281,-74.0060152
42.3315509,-83.0466403
46.2017559,6.1466014
43.5460516,-80.2493276
39.9622601,-83.0007065
33.4709714,-81.9748429
