year,field,text,size
1925,physics,experiments,2
1925,physics,unelastic,2
1925,physics,impacts,2
1925,physics,slow,2
1925,physics,electrons,2
1925,physics,gas,2
1925,physics,molecules,2
1926,physics,sur,1
1926,physics,la,1
1926,physics,theorie,1
1926,physics,du,1
1926,physics,mouvement,1
1926,physics,brownien,1
1927,physics,cxvii,1
1927,physics,total,1
1927,physics,reflexion,1
1927,physics,rays,1
1927,physics,method,1
1927,physics,making,1
1927,physics,visible,1
1927,physics,paths,1
1927,physics,ionising,1
1927,physics,particles,1
1927,physics,gas,1
1928,physics,negative,1
1928,physics,radiation,1
1928,physics,hot,1
1928,physics,platinum,1
1929,physics,tentative,1
1929,physics,theory,1
1929,physics,light,1
1929,physics,quanta,1
1930,physics,new,1
1930,physics,type,1
1930,physics,secondary,1
1930,physics,radiation,1
1932,physics,zur,1
1932,physics,theorie,1
1932,physics,des,1
1932,physics,ferromagnetismus,1
1933,physics,quantisierung,1
1933,physics,als,1
1933,physics,eigenwertproblem,1
1933,physics,quantum,1
1933,physics,theory,1
1933,physics,electron,1
1935,physics,possible,1
1935,physics,existence,1
1935,physics,neutron,1
1936,physics,observations,1
1936,physics,low,1
1936,physics,level,1
1936,physics,radiation,1
1936,physics,seven,1
1936,physics,free,1
1936,physics,balloon,1
1936,physics,flights,1
1936,physics,positive,1
1936,physics,electron,1
1937,physics,diffraction,2
1937,physics,electrons,1
1937,physics,crystal,1
1937,physics,nickel,1
1937,physics,cathode,1
1937,physics,rays,1
1937,physics,thin,1
1937,physics,film,1
1938,physics,attempt,1
1938,physics,theory,1
1938,physics,beta,1
1938,physics,radiation,1
1939,physics,production,1
1939,physics,heavy,1
1939,physics,high,2
1939,physics,speed,1
1939,physics,ions,1
1939,physics,without,1
1939,physics,use,1
1939,physics,voltages,1
1943,physics,magnetic,1
1943,physics,moment,1
1943,physics,silver,1
1943,physics,atoms,1
1944,physics,new,1
1944,physics,method,1
1944,physics,measuring,1
1944,physics,nuclear,1
1944,physics,magnetic,1
1944,physics,moment,1
1945,physics,uber,1
1945,physics,den,1
1945,physics,zusammenhang,1
1945,physics,des,1
1945,physics,abschlusses,1
1945,physics,elektronengruppen,1
1945,physics,im,1
1945,physics,atom,1
1945,physics,mit,1
1945,physics,komplexstruktur,1
1945,physics,spektren,1
1946,physics,new,1
1946,physics,modifications,1
1946,physics,phosphorus,1
1947,physics,direct,1
1947,physics,evidence,1
1947,physics,downward,1
1947,physics,atmospheric,1
1947,physics,reflection,1
1947,physics,electric,1
1947,physics,rays,1
1948,physics,photographs,1
1948,physics,tracks,1
1948,physics,penetrating,1
1948,physics,radiation,1
1949,physics,mass,1
1949,physics,mean,1
1949,physics,life,1
1949,physics,time,1
1949,physics,meson,1
1950,physics,processes,1
1950,physics,involving,1
1950,physics,charged,1
1950,physics,mesons,1
1951,physics,experiments,2
1951,physics,high,4
1951,physics,velocity,4
1951,physics,positive,2
1951,physics,ions,2
1951,physics,disintegration,2
1951,physics,elements,2
1951,physics,protons,2
1952,physics,nuclear,2
1952,physics,induction,1
1952,physics,experiment,1
1952,physics,resonance,1
1952,physics,absorption,1
1952,physics,magnetic,1
1952,physics,moments,1
1952,physics,solid,1
1953,physics,diffraction,1
1953,physics,theory,1
1953,physics,knife,1
1953,physics,edge,1
1953,physics,test,1
1953,physics,improved,1
1953,physics,form,1
1953,physics,phase,1
1953,physics,contrast,1
1953,physics,method,1
1954,physics,quantum,1
1954,physics,theory,1
1954,physics,molecules,1
1954,physics,uber,1
1954,physics,das,1
1954,physics,wesen,1
1954,physics,des,1
1954,physics,comptoneffekts,1
1954,physics,ein,1
1954,physics,experimenteller,1
1954,physics,beitrag,1
1954,physics,zur,1
1954,physics,theorie,1
1954,physics,strahlung,1
1955,physics,magnetic,1
1955,physics,moment,1
1955,physics,electron,1
1955,physics,fine,1
1955,physics,structure,1
1955,physics,hydrogen,1
1955,physics,atom,1
1955,physics,microwave,1
1955,physics,method,1
1956,physics,surface,1
1956,physics,states,1
1956,physics,rectification,1
1956,physics,metal,1
1956,physics,semi,2
1956,physics,conductor,2
1956,physics,contact,1
1956,physics,transistor,1
1956,physics,triode,1
1956,physics,deformation,1
1956,physics,potentials,1
1956,physics,mobilities,1
1956,physics,non,1
1956,physics,polar,1
1956,physics,crystals,1
1957,physics,question,2
1957,physics,parity,2
1957,physics,conservation,2
1957,physics,weak,2
1957,physics,interactions,2
1958,physics,visible,3
1958,physics,emission,1
1958,physics,clean,1
1958,physics,liquids,1
1958,physics,action,1
1958,physics,radiation,3
1958,physics,coherent,2
1958,physics,fast,2
1958,physics,electrons,2
1958,physics,passing,2
1958,physics,matter,2
1959,physics,observation,2
1959,physics,antiprotons,2
1960,physics,effects,1
1960,physics,ionizing,1
1960,physics,radiation,1
1960,physics,formation,1
1960,physics,bubbles,1
1960,physics,liquids,1
1961,physics,kernresonanzfluoreszenz,1
1961,physics,von,1
1961,physics,gammastrahlung,1
1961,physics,ir191,1
1961,physics,detection,1
1961,physics,gamma,1
1961,physics,rays,1
1961,physics,thallium,1
1961,physics,activated,1
1961,physics,sodium,1
1961,physics,iodide,1
1961,physics,crystals,1
1962,physics,theory,1
1962,physics,superfluidity,1
1962,physics,helium,1
1963,physics,magic,1
1963,physics,numbers,1
1963,physics,nuclear,1
1963,physics,structure,1
1963,physics,closed,1
1963,physics,shells,1
1963,physics,nuclei,1
1963,physics,interaction,1
1963,physics,electrons,1
1963,physics,metals,1
1964,physics,primenenie,2
1964,physics,molekulyarnykh,2
1964,physics,puchkov,2
1964,physics,dlya,2
1964,physics,radiospektroskopicheskogo,2
1964,physics,izucheniya,2
1964,physics,vrashchatelnykh,2
1964,physics,spektrov,2
1964,physics,molekul,2
1964,physics,stark,1
1964,physics,effect,1
1964,physics,rapidly,1
1964,physics,varying,1
1964,physics,fields,1
1965,physics,relativistic,1
1965,physics,cut,1
1965,physics,quantum,3
1965,physics,electrodynamics,2
1965,physics,magnetic,1
1965,physics,moment,1
1965,physics,electron,1
1965,physics,relativistically,1
1965,physics,invariant,1
1965,physics,formulation,1
1965,physics,theory,1
1965,physics,wave,1
1965,physics,fields,1
1966,physics,quelques,1
1966,physics,suggestions,1
1966,physics,concernant,1
1966,physics,la,3
1966,physics,production,1
1966,physics,optique,2
1966,physics,et,3
1966,physics,detection,1
1966,physics,dune,1
1966,physics,inegalite,1
1966,physics,de,3
1966,physics,population,1
1966,physics,des,2
1966,physics,niveaux,1
1966,physics,quantification,1
1966,physics,spatiale,1
1966,physics,atomes,1
1966,physics,application,1
1966,physics,lexperience,1
1966,physics,stern,1
1966,physics,gerlach,1
1966,physics,resonance,1
1966,physics,magnetique,1
1967,physics,energy,1
1967,physics,production,1
1967,physics,stars,1
1968,physics,catalysis,1
1968,physics,nuclear,1
1968,physics,reactions,1
1968,physics,mu,1
1968,physics,mesons,1
1969,physics,symmetries,1
1969,physics,baryons,1
1969,physics,mesons,1
1970,physics,proprietes,1
1970,physics,magnetiques,1
1970,physics,des,1
1970,physics,ferrites,1
1970,physics,ferrimagnetisme,1
1970,physics,et,1
1970,physics,antiferromagnetisme,1
1970,physics,existence,1
1970,physics,electromagnetic,1
1970,physics,hydrodynamic,1
1970,physics,waves,1
1971,physics,microscopy,1
1971,physics,reconstructed,1
1971,physics,wave,1
1971,physics,fronts,1
1972,physics,theory,2
1972,physics,superconductivity,2
1972,physics,surface,1
1972,physics,states,1
1972,physics,rectification,1
1972,physics,metal,1
1972,physics,semi,1
1972,physics,conductor,1
1972,physics,contact,1
1973,physics,new,2
1973,physics,phenomenon,1
1973,physics,narrow,1
1973,physics,germanium,1
1973,physics,p,1
1973,physics,n,1
1973,physics,junctions,1
1973,physics,energy,1
1973,physics,gap,1
1973,physics,superconductors,1
1973,physics,measured,1
1973,physics,electron,1
1973,physics,tunneling,1
1973,physics,possible,1
1973,physics,effects,1
1973,physics,superconductive,1
1973,physics,tunnelling,1
1974,physics,solar,1
1974,physics,radiation,1
1974,physics,175,1
1974,physics,mc,1
1974,physics,observation,1
1974,physics,rapidly,1
1974,physics,pulsating,1
1974,physics,radio,1
1974,physics,source,1
1975,physics,rotational,2
1975,physics,states,2
1975,physics,nuclei,2
1975,physics,nuclear,2
1975,physics,energy,1
1975,physics,level,1
1975,physics,argument,1
1975,physics,spheroidal,1
1975,physics,model,1
1976,physics,experimental,1
1976,physics,observation,1
1976,physics,heavy,1
1976,physics,particle,1
1976,physics,j,1
1976,physics,discovery,1
1976,physics,second,1
1976,physics,narrow,1
1976,physics,resonance,1
1976,physics,annihilation,1
1977,physics,basis,1
1977,physics,electron,1
1977,physics,theory,2
1977,physics,metals,2
1977,physics,special,1
1977,physics,reference,1
1977,physics,transition,1
1977,physics,absence,1
1977,physics,diffusion,1
1977,physics,certain,1
1977,physics,random,1
1977,physics,lattices,1
1977,physics,variations,1
1977,physics,paramagnetic,1
1977,physics,anisotropy,1
1977,physics,among,1
1977,physics,different,1
1977,physics,salts,1
1977,physics,iron,1
1977,physics,group,1
1978,physics,viscosity,1
1978,physics,liquid,1
1978,physics,helium,1
1978,physics,point,1
1978,physics,measurement,2
1978,physics,excess,2
1978,physics,antenna,2
1978,physics,temperature,2
1978,physics,4080,2
1978,physics,mc,2
1979,physics,weak,2
1979,physics,electromagnetic,1
1979,physics,interactions,2
1979,physics,model,1
1979,physics,leptons,1
1979,physics,partial,1
1979,physics,symmetries,1
1980,physics,evidence,2
1980,physics,pi,2
1980,physics,decay,2
1980,physics,k2,2
1980,physics,0,2
1980,physics,meson,2
1981,physics,ray,1
1981,physics,spectroscopy,1
1981,physics,precision,1
1981,physics,range,1
1981,physics,105,1
1981,physics,infrared,1
1981,physics,optical,1
1981,physics,masers,1
1981,physics,light,1
1981,physics,waves,1
1981,physics,boundary,1
1981,physics,nonlinear,1
1981,physics,media,1
1982,physics,renormalization,2
1982,physics,group,2
1982,physics,critical,1
1982,physics,phenomena,1
1982,physics,kadanoff,1
1982,physics,scaling,1
1982,physics,picture,1
1983,physics,excited,1
1983,physics,states,1
1983,physics,mirror,1
1983,physics,nuclei,1
1983,physics,li7,1
1983,physics,be7,1
1983,physics,maximum,1
1983,physics,mass,1
1983,physics,ideal,1
1983,physics,white,1
1983,physics,dwarfs,1
1984,physics,experimental,2
1984,physics,observation,2
1984,physics,lepton,2
1984,physics,pairs,2
1984,physics,invariant,2
1984,physics,mass,2
1984,physics,around,2
1984,physics,95,2
1984,physics,gev,2
1984,physics,c2,2
1984,physics,cern,2
1984,physics,sps,2
1984,physics,collider,2
1985,physics,new,1
1985,physics,method,1
1985,physics,high,1
1985,physics,accuracy,1
1985,physics,determination,1
1985,physics,fine,1
1985,physics,structure,1
1985,physics,constant,1
1985,physics,based,1
1985,physics,quantized,1
1985,physics,hall,1
1985,physics,resistance,1
1986,physics,scanning,2
1986,physics,tunneling,2
1986,physics,microscopy,2
1986,physics,surface,1
1986,physics,studies,1
1986,physics,beitrag,1
1986,physics,zur,1
1986,physics,geometrischen,1
1986,physics,elektronenoptik,1
1987,physics,possible,2
1987,physics,high,2
1987,physics,tc,2
1987,physics,superconductivity,2
1987,physics,ba,2
1987,physics,la,2
1987,physics,cu,2
1987,physics,system,2
1988,physics,observation,3
1988,physics,high,3
1988,physics,energy,3
1988,physics,neutrino,3
1988,physics,reactions,3
1988,physics,existence,3
1988,physics,kinds,3
1988,physics,neutrinos,3
1989,physics,magnetic,1
1989,physics,shielding,1
1989,physics,nuclei,1
1989,physics,molecules,1
1989,physics,spin,1
1989,physics,resonance,1
1989,physics,free,1
1989,physics,electrons,1
1989,physics,polarized,1
1989,physics,exchange,1
1989,physics,collisions,1
1989,physics,notizen,1
1989,physics,ein,1
1989,physics,neues,1
1989,physics,massenspektrometer,1
1989,physics,ohne,1
1989,physics,magnetfeld,1
1990,physics,high,3
1990,physics,energy,3
1990,physics,inelastic,3
1990,physics,p,3
1990,physics,scattering,3
1990,physics,6,3
1990,physics,10,3
1991,physics,coil,1
1991,physics,stretch,1
1991,physics,transition,1
1991,physics,dilute,1
1991,physics,flexible,1
1991,physics,polymers,1
1991,physics,ultrahigh,1
1991,physics,velocity,1
1991,physics,gradients,1
1992,physics,use,1
1992,physics,multiwire,1
1992,physics,proportional,1
1992,physics,counters,1
1992,physics,select,1
1992,physics,localize,1
1992,physics,charged,1
1992,physics,particles,1
1993,physics,discovery,2
1993,physics,pulsar,2
1993,physics,binary,2
1993,physics,system,2
1994,physics,neutron,2
1994,physics,diffraction,1
1994,physics,paramagnetic,1
1994,physics,antiferromagnetic,1
1994,physics,substances,1
1994,physics,normal,1
1994,physics,modes,1
1994,physics,germanium,1
1994,physics,spectrometry,1
1995,physics,evidence,1
1995,physics,anomalous,1
1995,physics,lepton,1
1995,physics,production,1
1995,physics,annihilation,1
1995,physics,detection,1
1995,physics,free,1
1995,physics,neutrino,1
1996,physics,new,3
1996,physics,magnetic,2
1996,physics,phenomena,2
1996,physics,liquidhe3below,2
1996,physics,mk,2
1996,physics,evidence,1
1996,physics,phase,1
1996,physics,solid,1
1997,physics,observation,2
1997,physics,atoms,1
1997,physics,laser,2
1997,physics,cooled,1
1997,physics,doppler,1
1997,physics,limit,1
1997,physics,cooling,1
1997,physics,one,1
1997,physics,photon,1
1997,physics,recoil,1
1997,physics,velocity,1
1997,physics,selective,1
1997,physics,coherent,1
1997,physics,population,1
1997,physics,trapping,1
1997,physics,single,1
1997,physics,beam,1
1997,physics,gradient,1
1997,physics,force,1
1997,physics,optical,1
1997,physics,trap,1
1997,physics,dielectric,1
1997,physics,particles,1
1998,physics,dimensional,2
1998,physics,magnetotransport,2
1998,physics,extreme,2
1998,physics,quantum,4
1998,physics,limit,2
1998,physics,anomalous,1
1998,physics,hall,1
1998,physics,effect,1
1998,physics,incompressible,1
1998,physics,fluid,1
1998,physics,fractionally,1
1998,physics,charged,1
1998,physics,excitations,1
1999,physics,regularization,2
1999,physics,renormalization,2
1999,physics,gauge,2
1999,physics,fields,2
2000,physics,heterostructure,1
2000,physics,bipolar,1
2000,physics,transistors,1
2000,physics,integrated,2
2000,physics,circuits,1
2000,physics,low,1
2000,physics,threshold,1
2000,physics,large,1
2000,physics,injection,1
2000,physics,laser,1
2000,physics,emission,1
2000,physics,inga,1
2000,physics,quantum,1
2000,physics,dots,1
2000,physics,invention,1
2000,physics,circuit,1
2001,physics,observation,2
2001,physics,bose,3
2001,physics,einstein,3
2001,physics,condensation,3
2001,physics,dilute,2
2001,physics,atomic,2
2001,physics,vapor,2
2001,physics,gas,1
2001,physics,sodium,1
2001,physics,atoms,1
2002,physics,evidence,2
2002,physics,oscillation,1
2002,physics,atmospheric,1
2002,physics,neutrinos,2
2002,physics,rays,1
2002,physics,sources,1
2002,physics,outside,1
2002,physics,solar,1
2002,physics,system,1
2002,physics,search,1
2002,physics,sun,1
2003,physics,magnetic,1
2003,physics,properties,2
2003,physics,superconductors,1
2003,physics,second,1
2003,physics,group,1
2003,physics,theory,2
2003,physics,superfluid,1
2003,physics,fermi,1
2003,physics,liquid,1
2003,physics,general,1
2003,physics,formalism,1
2003,physics,static,1
2003,physics,superconductivity,1
2003,physics,russian,1
2004,physics,ultraviolet,2
2004,physics,behavior,2
2004,physics,non,2
2004,physics,abelian,2
2004,physics,gauge,2
2004,physics,theories,2
2004,physics,reliable,1
2004,physics,perturbative,1
2004,physics,results,1
2004,physics,strong,1
2004,physics,interactions,1
2005,physics,quantum,1
2005,physics,theory,1
2005,physics,optical,2
2005,physics,coherence,1
2005,physics,carrier,1
2005,physics,envelope,1
2005,physics,phase,1
2005,physics,control,1
2005,physics,femtosecond,1
2005,physics,mode,1
2005,physics,locked,1
2005,physics,lasers,1
2005,physics,direct,1
2005,physics,frequency,1
2005,physics,synthesis,1
2005,physics,collapse,1
2005,physics,revival,1
2005,physics,matter,1
2005,physics,wave,1
2005,physics,field,1
2005,physics,bose,1
2005,physics,einstein,1
2005,physics,condensate,1
2006,physics,preliminary,2
2006,physics,measurement,1
2006,physics,cosmic,2
2006,physics,microwave,2
2006,physics,background,2
2006,physics,spectrum,1
2006,physics,explorer,1
2006,physics,cobe,2
2006,physics,satellite,1
2006,physics,differential,1
2006,physics,radiometers,1
2006,physics,systematic,1
2006,physics,error,1
2006,physics,analysis,1
2007,physics,giant,1
2007,physics,magnetoresistance,1
2007,physics,001,2
2007,physics,fe,2
2007,physics,cr,2
2007,physics,magnetic,2
2007,physics,superlattices,1
2007,physics,layered,1
2007,physics,structures,1
2007,physics,evidence,1
2007,physics,antiferromagnetic,1
2007,physics,coupling,1
2007,physics,layers,1
2007,physics,across,1
2007,physics,interlayers,1
2008,physics,axial,1
2008,physics,vector,1
2008,physics,current,1
2008,physics,conservation,1
2008,physics,weak,3
2008,physics,interactions,1
2008,physics,cp,2
2008,physics,violation,2
2008,physics,renormalizable,2
2008,physics,theory,2
2008,physics,interaction,2
2009,physics,dielectric,1
2009,physics,fibre,1
2009,physics,surface,1
2009,physics,waveguides,1
2009,physics,optical,1
2009,physics,frequencies,1
2009,physics,charge,2
2009,physics,coupled,2
2009,physics,semiconductor,2
2009,physics,devices,2
2010,physics,electric,2
2010,physics,field,2
2010,physics,effect,2
2010,physics,atomically,2
2010,physics,thin,2
2010,physics,carbon,2
2010,physics,films,2
2011,physics,discovery,1
2011,physics,supernova,1
2011,physics,explosion,1
2011,physics,half,1
2011,physics,age,1
2011,physics,universe,3
2011,physics,observational,2
2011,physics,evidence,2
2011,physics,supernovae,2
2011,physics,accelerating,2
2011,physics,cosmological,2
2011,physics,constant,2
2012,physics,observing,1
2012,physics,progressive,1
2012,physics,decoherence,1
2012,physics,meter,1
2012,physics,quantum,1
2012,physics,measurement,1
2012,physics,schrodinger,1
2012,physics,cat,1
2012,physics,superposition,1
2012,physics,state,1
2012,physics,atom,1
2013,physics,broken,2
2013,physics,symmetry,1
2013,physics,mass,1
2013,physics,gauge,2
2013,physics,vector,1
2013,physics,mesons,1
2013,physics,symmetries,1
2013,physics,massless,1
2013,physics,particles,1
2013,physics,fields,1
2014,physics,p,2
2014,physics,type,2
2014,physics,conduction,2
2014,physics,mg,2
2014,physics,doped,2
2014,physics,gan,2
2014,physics,treated,2
2014,physics,low,2
2014,physics,energy,2
2014,physics,electron,2
2014,physics,beam,2
2014,physics,irradiation,2
2014,physics,leebi,2
2014,physics,candela,1
2014,physics,class,1
2014,physics,high,1
2014,physics,brightness,1
2014,physics,ingan,1
2014,physics,algan,1
2014,physics,double,1
2014,physics,heterostructure,1
2014,physics,blue,1
2014,physics,light,1
2014,physics,emitting,1
2014,physics,diodes,1
2015,physics,evidence,1
2015,physics,oscillation,1
2015,physics,atmospheric,1
2015,physics,neutrinos,2
2015,physics,measurement,1
2015,physics,rate,1
2015,physics,p,2
2015,physics,interactions,1
2015,physics,produced,1
2015,physics,8b,1
2015,physics,solar,1
2015,physics,sudbury,1
2015,physics,neutrino,1
2015,physics,observatory,1
2016,physics,ordering,2
2016,physics,metastability,2
2016,physics,phase,2
2016,physics,transitions,2
2016,physics,dimensional,3
2016,physics,systems,2
2016,physics,nonlinear,1
2016,physics,field,1
2016,physics,theory,1
2016,physics,large,1
2016,physics,spin,1
2016,physics,heisenberg,1
2016,physics,antiferromagnets,1
2016,physics,semiclassically,1
2016,physics,quantized,1
2016,physics,solitons,1
2016,physics,one,1
2016,physics,easy,1
2016,physics,axis,1
2016,physics,neel,1
2016,physics,state,1
